Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 04/01  07:00:00,424537.53811312068,389833.93213728608,34703.60597583458,2838003.5999142245,2339003.5928237165,499000.00709050786,840523.3566452038,594726.1006348964,0.0,166735.04148617143,99121.01677248272,0.0 
 04/01  07:10:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,174439.5659150805,99121.01677248272,0.0 
 04/01  07:20:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,183193.6994011307,99121.01677248272,0.0 
 04/01  07:30:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,190081.96004568105,99121.01677248272,0.0 
 04/01  07:40:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,202675.32139533864,99121.01677248272,0.0 
 04/01  07:50:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,214238.900172225,99121.01677248272,0.0 
 04/01  08:00:00,435307.98846837008,409218.38346837009,26089.605000000003,2611847.93081022,2455310.30081022,156537.63000000004,1189547.383891459,594726.1006348963,0.0,224917.93696200325,99121.01677248272,0.0 
 04/01  08:10:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,244590.87917499053,99121.01677248272,0.0 
 04/01  08:20:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,262206.7044232611,99121.01677248272,0.0 
 04/01  08:30:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,278735.71409928178,99121.01677248272,0.0 
 04/01  08:40:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,294638.24217861957,99121.01677248272,0.0 
 04/01  08:50:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,311264.96069915787,99121.01677248272,0.0 
 04/01  09:00:00,415923.5371372861,389833.93213728608,26089.605000000003,2495541.2228237169,2339003.5928237165,156537.63000000004,1720380.8288234599,594726.1006348963,0.0,328944.3282481491,99121.01677248272,0.0 
 04/01  09:10:00,27449.355190974,27449.355190974,0.0,,,,,,,21433.343339744108,50307.33495491899,0.0 
 04/01  09:20:00,27449.355190974,27449.355190974,0.0,,,,,,,36896.5105275104,50307.334954919,0.0 
 04/01  09:30:00,27449.355190974,27449.355190974,0.0,,,,,,,53696.607750773896,50307.334954919,0.0 
 04/01  09:40:00,27449.355190974,27449.355190974,0.0,,,,,,,69811.78406246747,50307.334954919,0.0 
 04/01  09:50:00,27449.355190974,27449.355190974,0.0,,,,,,,85867.01743842416,50307.334954919,0.0 
 04/01  10:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,369441.35333529868,301844.009729514,0.0,101736.09021637861,50307.334954919,0.0 
 04/01  10:10:00,27449.355190974,27449.355190974,0.0,,,,,,,114513.30239364063,50307.334954919,0.0 
 04/01  10:20:00,27449.355190974,27449.355190974,0.0,,,,,,,127109.71945047703,50307.334954919,0.0 
 04/01  10:30:00,27449.355190974,27449.355190974,0.0,,,,,,,139295.162907695,50307.334954919,0.0 
 04/01  10:40:00,27449.355190974,27449.355190974,0.0,,,,,,,150099.80039752663,50307.33495491899,0.0 
 04/01  10:50:00,27449.355190974,27449.355190974,0.0,,,,,,,160415.0626465607,50307.334954919,0.0 
 04/01  11:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,861678.1683209033,301844.009729514,0.0,170245.12052500325,50307.334954919,0.0 
 04/01  11:10:00,27449.355190974,27449.355190974,0.0,,,,,,,178923.4498657287,50307.33495491899,0.0 
 04/01  11:20:00,27449.355190974,27449.355190974,0.0,,,,,,,187318.3044700207,50307.334954919,0.0 
 04/01  11:30:00,27449.355190974,27449.355190974,0.0,,,,,,,195325.8425629146,50307.33495491899,0.0 
 04/01  11:40:00,27449.355190974,27449.355190974,0.0,,,,,,,199373.24326622505,50307.334954919,0.0 
 04/01  11:50:00,27449.355190974,27449.355190974,0.0,,,,,,,202200.3895268383,50307.334954919,0.0 
 04/01  12:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,1168272.1034475864,301844.009729514,0.0,205130.87375585899,50307.334954919,0.0 
 04/01  12:10:00,27449.355190974,27449.355190974,0.0,,,,,,,207962.0903486964,50307.334954919,0.0 
 04/01  12:20:00,27449.355190974,27449.355190974,0.0,,,,,,,210727.39607797046,50307.334954919,0.0 
 04/01  12:30:00,27449.355190974,27449.355190974,0.0,,,,,,,213119.61797377454,50307.334954919,0.0 
 04/01  12:40:00,27449.355190974,27449.355190974,0.0,,,,,,,216731.36632719177,50307.334954919,0.0 
 04/01  12:50:00,27449.355190974,27449.355190974,0.0,,,,,,,220072.23065246803,50307.334954919,0.0 
 04/01  13:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,1291600.1934681973,301844.009729514,0.0,222987.49208809608,50307.334954919,0.0 
 04/01  13:10:00,27449.355190974,27449.355190974,0.0,,,,,,,224223.35188465529,50307.334954919,0.0 
 04/01  13:20:00,27449.355190974,27449.355190974,0.0,,,,,,,225573.27965377418,50307.334954919,0.0 
 04/01  13:30:00,27449.355190974,27449.355190974,0.0,,,,,,,227216.3241674199,50307.334954919,0.0 
 04/01  13:40:00,27449.355190974,27449.355190974,0.0,,,,,,,227989.65577744664,50307.334954919,0.0 
 04/01  13:50:00,27449.355190974,27449.355190974,0.0,,,,,,,228537.99807647916,50307.334954919,0.0 
 04/01  14:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,1362255.3257946864,301844.009729514,0.0,228714.71623491133,50307.334954919,0.0 
 04/01  14:10:00,27449.355190974,27449.355190974,0.0,,,,,,,230065.23104434683,50307.334954919,0.0 
 04/01  14:20:00,27449.355190974,27449.355190974,0.0,,,,,,,230753.72654925899,50307.33495491899,0.0 
 04/01  14:30:00,27449.355190974,27449.355190974,0.0,,,,,,,231078.11318415538,50307.33495491899,0.0 
 04/01  14:40:00,27449.355190974,27449.355190974,0.0,,,,,,,233226.56693010976,50307.334954919,0.0 
 04/01  14:50:00,27449.355190974,27449.355190974,0.0,,,,,,,236635.6272820255,50307.334954919,0.0 
 04/01  15:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,1400291.0383203016,301844.009729514,0.0,238531.77333040507,50307.334954919,0.0 
 04/01  15:10:00,27449.355190974,27449.355190974,0.0,,,,,,,237726.5089988732,50307.33495491899,0.0 
 04/01  15:20:00,27449.355190974,27449.355190974,0.0,,,,,,,234592.11069520605,50307.334954919,0.0 
 04/01  15:30:00,27449.355190974,27449.355190974,0.0,,,,,,,230086.65316252586,50307.334954919,0.0 
 04/01  15:40:00,27449.355190974,27449.355190974,0.0,,,,,,,222268.08540936167,50307.334954919,0.0 
 04/01  15:50:00,27449.355190974,27449.355190974,0.0,,,,,,,213792.38547391274,50307.334954919,0.0 
 04/01  16:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,1343275.0960700042,301844.009729514,0.0,204809.3523301246,50307.33495491899,0.0 
 04/01  16:10:00,37141.78927803,37141.78927803,0.0,,,,,,,194729.02537515327,50307.33495491899,0.0 
 04/01  16:20:00,37141.78927803,37141.78927803,0.0,,,,,,,184305.94056658436,50307.334954919,0.0 
 04/01  16:30:00,37141.78927803,37141.78927803,0.0,,,,,,,173688.12604214124,50307.334954919,0.0 
 04/01  16:40:00,37141.78927803,37141.78927803,0.0,,,,,,,162242.7960050452,50307.334954919,0.0 
 04/01  16:50:00,37141.78927803,37141.78927803,0.0,,,,,,,150524.52960968269,50307.334954919,0.0 
 04/01  17:00:00,37141.78927803,37141.78927803,0.0,222850.73566818,222850.73566818,0.0,1003460.172412797,301844.009729514,0.0,137969.75481419025,50307.334954919,0.0 
 04/01  17:10:00,46834.223365086,46834.223365086,0.0,,,,,,,127385.30239186326,50307.334954919,0.0 
 04/01  17:20:00,46834.223365086,46834.223365086,0.0,,,,,,,116969.88983877591,50307.334954919,0.0 
 04/01  17:30:00,46834.223365086,46834.223365086,0.0,,,,,,,106931.53495077737,50307.33495491899,0.0 
 04/01  17:40:00,46834.223365086,46834.223365086,0.0,,,,,,,99208.19613636908,50307.334954919,0.0 
 04/01  17:50:00,46834.223365086,46834.223365086,0.0,,,,,,,91977.8342151652,50307.334954919,0.0 
 04/01  18:00:00,46834.223365086,46834.223365086,0.0,281005.340190516,281005.340190516,0.0,627412.8869277311,301844.009729514,0.0,84940.12939478025,50307.33495491899,0.0 
 04/01  18:10:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,232561.0052629479,60070.071318431736,0.0 
 04/01  18:20:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,229059.49115013443,60070.071318431736,0.0 
 04/01  18:30:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,224312.31185138215,60070.071318431736,0.0 
 04/01  18:40:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,219977.0795388754,60070.071318431736,0.0 
 04/01  18:50:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,216674.83777490434,60070.071318431736,0.0 
 04/01  19:00:00,339447.59236355408,125126.18236355404,214321.41000000004,2036685.5541813244,750757.0941813242,1285928.4600000005,1336418.1609424367,360420.4279105904,0.0,213833.43536419224,60070.071318431736,0.0 
 04/01  19:10:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,211562.85259509507,60070.07131843174,0.0 
 04/01  19:20:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,209156.4928827883,60070.07131843174,0.0 
 04/01  19:30:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,207290.3724463649,60070.07131843174,0.0 
 04/01  19:40:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,204658.13883576555,60070.071318431736,0.0 
 04/01  19:50:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,202093.3491779438,60070.07131843174,0.0 
 04/01  20:00:00,349140.0264506101,134818.61645061003,214321.41000000004,2094840.1587036604,808911.69870366,1285928.4600000005,1234570.7178566098,360420.4279105904,0.0,199809.51191865217,60070.07131843174,0.0 
 04/01  20:10:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,196613.43526810024,60070.07131843174,0.0 
 04/01  20:20:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,193330.38727368904,60070.07131843174,0.0 
 04/01  20:30:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,190216.28070206598,60070.07131843174,0.0 
 04/01  20:40:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,187229.05215132779,60070.07131843174,0.0 
 04/01  20:50:00,349140.0264506101,134818.61645061003,214321.41000000004,,,,,,,184224.8819846201,60070.07131843174,0.0 
 04/01  21:00:00,349140.0264506101,134818.61645061003,214321.41000000004,2094840.1587036604,808911.69870366,1285928.4600000005,1132824.0206207387,360420.4279105905,0.0,181209.98324093552,60070.07131843174,0.0 
 04/01  21:10:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,180238.8068822818,60070.07131843174,0.0 
 04/01  21:20:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,179377.20394401233,60070.07131843174,0.0 
 04/01  21:30:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,178660.0703728965,60070.07131843174,0.0 
 04/01  21:40:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,178067.19195891938,60070.07131843174,0.0 
 04/01  21:50:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,177586.97721104313,60070.07131843174,0.0 
 04/01  22:00:00,339447.59236355408,125126.18236355404,214321.41000000004,2036685.5541813244,750757.0941813242,1285928.4600000005,1071142.048478305,360420.4279105905,0.0,177211.79810915196,60070.07131843174,0.0 
 04/01  22:10:00,37141.78927803,37141.78927803,0.0,,,,,,,12534.59969768154,50307.334954919,0.0 
 04/01  22:20:00,37141.78927803,37141.78927803,0.0,,,,,,,3637.38743510205,50307.334954919,0.0 
 04/01  22:30:00,37141.78927803,37141.78927803,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/01  22:40:00,37141.78927803,37141.78927803,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/01  22:50:00,37141.78927803,37141.78927803,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/01  23:00:00,37141.78927803,37141.78927803,0.0,222850.73566818,222850.73566818,0.0,16171.98713278359,301844.009729514,0.0,0.0,50307.334954919,0.0 
 04/01  23:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/01  23:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/01  23:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/01  23:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/01  23:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/01  24:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 04/02  00:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  00:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.33495491899,0.0 
 04/02  00:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  00:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  00:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  01:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 04/02  01:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  01:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  01:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  01:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  01:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  02:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 04/02  02:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  02:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  02:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  02:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  02:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  03:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 04/02  03:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  03:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  03:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  03:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  03:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  04:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 04/02  04:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  04:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  04:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  04:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  04:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  05:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 04/02  05:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  05:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  05:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  05:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  05:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 04/02  06:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 04/02  06:10:00,422317.40878253706,389833.93213728608,32483.476645250936,,,,,,,149776.79509613798,99121.01677248272,0.0 
 04/02  06:20:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,213590.2058273779,99121.01677248275,0.0 
 04/02  06:30:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,243560.25390067732,99121.01677248272,0.0 
 04/02  06:40:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,265768.67766475016,99121.01677248272,0.0 
 04/02  06:50:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,284283.533445726,99121.01677248272,0.0 
 04/02  07:00:00,415923.5371372861,389833.93213728608,26089.605000000003,2501935.0944689677,2339003.5928237165,162931.50164525098,1459238.8528073494,594726.1006348964,0.0,302259.38687268,99121.01677248272,0.0 
 04/02  07:10:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,316327.2817592422,99121.01677248272,0.0 
 04/02  07:20:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,331265.570823038,99121.01677248272,0.0 
 04/02  07:30:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,345989.57488468967,99121.01677248272,0.0 
 04/02  07:40:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,351721.2492185984,99121.01677248272,0.0 
 04/02  07:50:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,352821.0856312795,99121.01677248272,0.0 
 04/02  08:00:00,435307.98846837008,409218.38346837009,26089.605000000003,2611847.93081022,2455310.30081022,156537.63000000004,2054211.9576258034,594726.1006348963,0.0,356087.1953089557,99121.01677248272,0.0 
 04/02  08:10:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,360880.46320682697,99121.01677248272,0.0 
 04/02  08:20:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,361034.781707377,99121.01677248272,0.0 
 04/02  08:30:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,363361.35088465249,99121.01677248272,0.0 
 04/02  08:40:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,371050.36785492129,99121.01677248272,0.0 
 04/02  08:50:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,379380.512385944,99121.01677248272,0.0 
 04/02  09:00:00,415923.5371372861,389833.93213728608,26089.605000000003,2495541.2228237169,2339003.5928237165,156537.63000000004,2223327.563257875,594726.1006348963,0.0,387620.0872181534,99121.01677248272,0.0 
 04/02  09:10:00,27449.355190974,27449.355190974,0.0,,,,,,,55885.491152852264,50307.334954919,0.0 
 04/02  09:20:00,27449.355190974,27449.355190974,0.0,,,,,,,64129.90294014887,50307.334954919,0.0 
 04/02  09:30:00,27449.355190974,27449.355190974,0.0,,,,,,,69252.6459360252,50307.33495491899,0.0 
 04/02  09:40:00,27449.355190974,27449.355190974,0.0,,,,,,,81689.16520828537,50307.334954919,0.0 
 04/02  09:50:00,27449.355190974,27449.355190974,0.0,,,,,,,91037.12952890915,50307.334954919,0.0 
 04/02  10:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,461801.45828557,301844.009729514,0.0,99807.12351934912,50307.334954919,0.0 
 04/02  10:10:00,27449.355190974,27449.355190974,0.0,,,,,,,100426.05650734247,50307.334954919,0.0 
 04/02  10:20:00,27449.355190974,27449.355190974,0.0,,,,,,,100972.71842961626,50307.334954919,0.0 
 04/02  10:30:00,27449.355190974,27449.355190974,0.0,,,,,,,101540.66837663617,50307.33495491899,0.0 
 04/02  10:40:00,27449.355190974,27449.355190974,0.0,,,,,,,101327.39028369592,50307.334954919,0.0 
 04/02  10:50:00,27449.355190974,27449.355190974,0.0,,,,,,,100945.06174078514,50307.33495491899,0.0 
 04/02  11:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,605504.7400548819,301844.009729514,0.0,100292.84471680592,50307.334954919,0.0 
 04/02  11:10:00,27449.355190974,27449.355190974,0.0,,,,,,,103530.33161993916,50307.33495491899,0.0 
 04/02  11:20:00,27449.355190974,27449.355190974,0.0,,,,,,,106650.19594619551,50307.334954919,0.0 
 04/02  11:30:00,27449.355190974,27449.355190974,0.0,,,,,,,109711.44367553908,50307.33495491899,0.0 
 04/02  11:40:00,27449.355190974,27449.355190974,0.0,,,,,,,112182.40880108395,50307.334954919,0.0 
 04/02  11:50:00,27449.355190974,27449.355190974,0.0,,,,,,,114517.06241201959,50307.334954919,0.0 
 04/02  12:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,663116.4458109315,301844.009729514,0.0,116525.00335615418,50307.334954919,0.0 
 04/02  12:10:00,27449.355190974,27449.355190974,0.0,,,,,,,125461.4970909997,50307.33495491899,0.0 
 04/02  12:20:00,27449.355190974,27449.355190974,0.0,,,,,,,134199.580352188,50307.334954919,0.0 
 04/02  12:30:00,27449.355190974,27449.355190974,0.0,,,,,,,142772.82743764099,50307.334954919,0.0 
 04/02  12:40:00,27449.355190974,27449.355190974,0.0,,,,,,,152911.90945229817,50307.334954919,0.0 
 04/02  12:50:00,27449.355190974,27449.355190974,0.0,,,,,,,161845.31709154428,50307.334954919,0.0 
 04/02  13:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,889770.4917932388,301844.009729514,0.0,172579.3603685677,50307.334954919,0.0 
