Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 05/11  21:50:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,235922.90381333405,60070.071318431736,0.0 
 05/11  22:00:00,339447.59236355408,125126.18236355404,214321.41000000004,2036685.5541813244,750757.0941813242,1285928.4600000005,1464180.3054824079,360420.4279105904,0.0,230821.2183969262,60070.071318431736,0.0 
 05/11  22:10:00,37141.78927803,37141.78927803,0.0,,,,,,,62890.21399836635,50307.33495491899,0.0 
 05/11  22:20:00,37141.78927803,37141.78927803,0.0,,,,,,,54299.902689493516,50307.33495491899,0.0 
 05/11  22:30:00,37141.78927803,37141.78927803,0.0,,,,,,,48060.37519228384,50307.33495491899,0.0 
 05/11  22:40:00,37141.78927803,37141.78927803,0.0,,,,,,,42128.334656061605,50307.33495491899,0.0 
 05/11  22:50:00,37141.78927803,37141.78927803,0.0,,,,,,,36350.07215633133,50307.33495491899,0.0 
 05/11  23:00:00,37141.78927803,37141.78927803,0.0,222850.73566818,222850.73566818,0.0,274449.58420438269,301844.00972951398,0.0,30720.68551184606,50307.33495491899,0.0 
 05/11  23:10:00,27449.355190974,27449.355190974,0.0,,,,,,,24411.187040491895,50307.33495491899,0.0 
 05/11  23:20:00,27449.355190974,27449.355190974,0.0,,,,,,,18208.268856795607,50307.334954919,0.0 
 05/11  23:30:00,27449.355190974,27449.355190974,0.0,,,,,,,12140.262426789304,50307.334954919,0.0 
 05/11  23:40:00,27449.355190974,27449.355190974,0.0,,,,,,,6217.468139922531,50307.334954919,0.0 
 05/11  23:50:00,27449.355190974,27449.355190974,0.0,,,,,,,391.4880609196673,50307.334954919,0.0 
 05/11  24:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,61368.674524919006,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/12  00:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  00:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  00:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  00:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  00:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  01:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/12  01:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  01:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  01:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.33495491899,0.0 
 05/12  01:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  01:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  02:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.33495491899,0.0 
 05/12  02:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  02:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  02:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  02:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.33495491899,0.0 
 05/12  02:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  03:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/12  03:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  03:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  03:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  03:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  03:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  04:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/12  04:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  04:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  04:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  04:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  04:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  05:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/12  05:10:00,28535.035823184,28535.035823184,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  05:20:00,28535.035823184,28535.035823184,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  05:30:00,28535.035823184,28535.035823184,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  05:40:00,28535.035823184,28535.035823184,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  05:50:00,28535.035823184,28535.035823184,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  06:00:00,28535.035823184,28535.035823184,0.0,171210.21493910402,171210.21493910402,0.0,0.0,301844.009729514,0.0,0.0,50307.33495491899,0.0 
 05/12  06:10:00,420266.2134689161,394176.6084689161,26089.605000000003,,,,,,,190817.6248796879,99121.01677248272,0.0 
 05/12  06:20:00,420266.2134689161,394176.6084689161,26089.605000000003,,,,,,,257221.14625449974,99121.01677248272,0.0 
 05/12  06:30:00,420266.2134689161,394176.6084689161,26089.605000000003,,,,,,,306182.90894694099,99121.01677248272,0.0 
 05/12  06:40:00,420266.2134689161,394176.6084689161,26089.605000000003,,,,,,,313709.7215944788,99121.01677248272,0.0 
 05/12  06:50:00,420266.2134689161,394176.6084689161,26089.605000000003,,,,,,,318712.47908769847,99121.01677248272,0.0 
 05/12  07:00:00,420266.2134689161,394176.6084689161,26089.605000000003,2521597.2808134967,2365059.6508134969,156537.63000000004,1707388.7099220136,594726.1006348963,0.0,320744.8291587076,99121.01677248272,0.0 
 05/12  07:10:00,439650.6648000001,413561.05980000007,26089.605000000003,,,,,,,332065.0576727122,99121.01677248272,0.0 
 05/12  07:20:00,439650.6648000001,413561.05980000007,26089.605000000003,,,,,,,339403.9197068321,99121.01677248272,0.0 
 05/12  07:30:00,439650.6648000001,413561.05980000007,26089.605000000003,,,,,,,349804.62645743487,99121.01677248272,0.0 
 05/12  07:40:00,439650.6648000001,413561.05980000007,26089.605000000003,,,,,,,367273.14968723247,99121.01677248272,0.0 
 05/12  07:50:00,439650.6648000001,413561.05980000007,26089.605000000003,,,,,,,385712.1700971215,99121.01677248272,0.0 
 05/12  08:00:00,439650.6648000001,413561.05980000007,26089.605000000003,2637903.9888000006,2481366.3588,156537.63000000004,2179131.802461476,594726.1006348963,0.0,404872.8788401428,99121.01677248272,0.0 
 05/12  08:10:00,417009.2177694961,390919.6127694961,26089.605000000003,,,,,,,416734.6214323545,99121.01677248272,0.0 
 05/12  08:20:00,417009.2177694961,390919.6127694961,26089.605000000003,,,,,,,429207.907419609,99121.01677248272,0.0 
 05/12  08:30:00,417009.2177694961,390919.6127694961,26089.605000000003,,,,,,,444813.16241952779,99121.01677248272,0.0 
 05/12  08:40:00,417009.2177694961,390919.6127694961,26089.605000000003,,,,,,,475936.8475441886,99121.01677248272,0.0 
 05/12  08:50:00,417009.2177694961,390919.6127694961,26089.605000000003,,,,,,,510814.65588950036,99121.01677248272,0.0 
 05/12  09:00:00,417009.2177694961,390919.6127694961,26089.605000000003,2502055.3066169766,2345517.6766169767,156537.63000000004,2819380.5063023765,594726.1006348963,0.0,541873.3115971959,99121.01677248272,0.0 
 05/12  09:10:00,27449.355190974,27449.355190974,0.0,,,,,,,230566.8942117426,50307.33495491899,0.0 
 05/12  09:20:00,27449.355190974,27449.355190974,0.0,,,,,,,261043.4915799791,50307.33495491899,0.0 
 05/12  09:30:00,27449.355190974,27449.355190974,0.0,,,,,,,292357.87085512178,50307.33495491899,0.0 
 05/12  09:40:00,27449.355190974,27449.355190974,0.0,,,,,,,310920.2065417412,50307.334954919,0.0 
 05/12  09:50:00,27449.355190974,27449.355190974,0.0,,,,,,,326521.85794373418,50307.334954919,0.0 
 05/12  10:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,1761000.8997217385,301844.00972951398,0.0,339590.5785894195,50307.33495491899,0.0 
 05/12  10:10:00,27449.355190974,27449.355190974,0.0,,,,,,,352054.4509143081,50307.334954919,0.0 
 05/12  10:20:00,27449.355190974,27449.355190974,0.0,,,,,,,361993.9201222736,50307.334954919,0.0 
 05/12  10:30:00,27449.355190974,27449.355190974,0.0,,,,,,,367275.4968283663,50307.334954919,0.0 
 05/12  10:40:00,27449.355190974,27449.355190974,0.0,,,,,,,371714.2776147567,50307.334954919,0.0 
 05/12  10:50:00,27449.355190974,27449.355190974,0.0,,,,,,,375477.3849919181,50307.334954919,0.0 
 05/12  11:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,2207330.8467250454,301844.009729514,0.0,378815.3162534221,50307.334954919,0.0 
 05/12  11:10:00,27449.355190974,27449.355190974,0.0,,,,,,,379852.43994493575,50307.334954919,0.0 
 05/12  11:20:00,27449.355190974,27449.355190974,0.0,,,,,,,381357.78770003016,50307.334954919,0.0 
 05/12  11:30:00,27449.355190974,27449.355190974,0.0,,,,,,,383771.9853028101,50307.334954919,0.0 
 05/12  11:40:00,27449.355190974,27449.355190974,0.0,,,,,,,387224.1793953259,50307.334954919,0.0 
 05/12  11:50:00,27449.355190974,27449.355190974,0.0,,,,,,,392473.2751128769,50307.334954919,0.0 
 05/12  12:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,2322372.422836587,301844.009729514,0.0,397692.75538060817,50307.334954919,0.0 
 05/12  12:10:00,27449.355190974,27449.355190974,0.0,,,,,,,401204.9949364013,50307.334954919,0.0 
 05/12  12:20:00,27449.355190974,27449.355190974,0.0,,,,,,,404418.60600786938,50307.334954919,0.0 
 05/12  12:30:00,27449.355190974,27449.355190974,0.0,,,,,,,407404.0326059248,50307.334954919,0.0 
 05/12  12:40:00,27449.355190974,27449.355190974,0.0,,,,,,,410138.09990889296,50307.334954919,0.0 
 05/12  12:50:00,27449.355190974,27449.355190974,0.0,,,,,,,412601.7493424968,50307.334954919,0.0 
 05/12  13:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,2450469.670900014,301844.009729514,0.0,414702.18809842926,50307.334954919,0.0 
 05/12  13:10:00,27449.355190974,27449.355190974,0.0,,,,,,,417407.3733969105,50307.334954919,0.0 
 05/12  13:20:00,27449.355190974,27449.355190974,0.0,,,,,,,419453.38292744199,50307.334954919,0.0 
 05/12  13:30:00,27449.355190974,27449.355190974,0.0,,,,,,,420753.51370051185,50307.334954919,0.0 
 05/12  13:40:00,27449.355190974,27449.355190974,0.0,,,,,,,421920.2877540862,50307.334954919,0.0 
 05/12  13:50:00,27449.355190974,27449.355190974,0.0,,,,,,,423406.45223941528,50307.334954919,0.0 
 05/12  14:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,2527742.2767550458,301844.009729514,0.0,424801.26673668008,50307.334954919,0.0 
 05/12  14:10:00,27449.355190974,27449.355190974,0.0,,,,,,,424450.4833812691,50307.334954919,0.0 
 05/12  14:20:00,27449.355190974,27449.355190974,0.0,,,,,,,423466.4781610911,50307.334954919,0.0 
 05/12  14:30:00,27449.355190974,27449.355190974,0.0,,,,,,,422113.5859360337,50307.334954919,0.0 
 05/12  14:40:00,27449.355190974,27449.355190974,0.0,,,,,,,415081.1149678804,50307.334954919,0.0 
 05/12  14:50:00,27449.355190974,27449.355190974,0.0,,,,,,,406531.3618799779,50307.334954919,0.0 
 05/12  15:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,2489120.184564229,301844.009729514,0.0,397477.1602379767,50307.334954919,0.0 
 05/12  15:10:00,27449.355190974,27449.355190974,0.0,,,,,,,390366.5154047835,50307.334954919,0.0 
 05/12  15:20:00,27449.355190974,27449.355190974,0.0,,,,,,,382816.88375407279,50307.334954919,0.0 
 05/12  15:30:00,27449.355190974,27449.355190974,0.0,,,,,,,374555.20090249498,50307.334954919,0.0 
 05/12  15:40:00,27449.355190974,27449.355190974,0.0,,,,,,,366349.7436960485,50307.334954919,0.0 
 05/12  15:50:00,27449.355190974,27449.355190974,0.0,,,,,,,358186.1883357338,50307.334954919,0.0 
 05/12  16:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,2221910.914585842,301844.009729514,0.0,349636.3824927084,50307.334954919,0.0 
 05/12  16:10:00,37141.78927803,37141.78927803,0.0,,,,,,,337341.9179170622,50307.334954919,0.0 
 05/12  16:20:00,37141.78927803,37141.78927803,0.0,,,,,,,324723.0599655256,50307.334954919,0.0 
 05/12  16:30:00,37141.78927803,37141.78927803,0.0,,,,,,,312185.8989696188,50307.334954919,0.0 
 05/12  16:40:00,37141.78927803,37141.78927803,0.0,,,,,,,299955.78813109788,50307.334954919,0.0 
 05/12  16:50:00,37141.78927803,37141.78927803,0.0,,,,,,,287781.9082046964,50307.334954919,0.0 
 05/12  17:00:00,37141.78927803,37141.78927803,0.0,222850.73566818,222850.73566818,0.0,1838034.6811652356,301844.009729514,0.0,276046.10797723478,50307.334954919,0.0 
 05/12  17:10:00,49005.584629506004,49005.584629506004,0.0,,,,,,,267826.59386318657,50307.334954919,0.0 
 05/12  17:20:00,49005.584629506004,49005.584629506004,0.0,,,,,,,257732.38908053685,50307.334954919,0.0 
 05/12  17:30:00,49005.584629506004,49005.584629506004,0.0,,,,,,,248141.86861646677,50307.334954919,0.0 
 05/12  17:40:00,49005.584629506004,49005.584629506004,0.0,,,,,,,238347.1285261382,50307.334954919,0.0 
 05/12  17:50:00,49005.584629506004,49005.584629506004,0.0,,,,,,,228631.45753059083,50307.334954919,0.0 
 05/12  18:00:00,49005.584629506004,49005.584629506004,0.0,294033.507777036,294033.507777036,0.0,1459389.0796176419,301844.009729514,0.0,218709.64200072277,50307.334954919,0.0 
 05/12  18:10:00,237018.39724083612,129468.85869518403,107549.53854565209,,,,,,,324558.64519543436,60070.07131843174,0.0 
 05/12  18:20:00,290487.5717215552,129468.85869518403,161018.7130263712,,,,,,,341029.06270449698,60070.07131843174,0.0 
 05/12  18:30:00,336016.4192449186,129468.85869518403,206547.56054973458,,,,,,,348447.45563708999,60070.07131843174,0.0 
 05/12  18:40:00,343790.26869518405,129468.85869518403,214321.41000000004,,,,,,,342132.26951501637,60070.07131843174,0.0 
 05/12  18:50:00,343790.26869518405,129468.85869518403,214321.41000000004,,,,,,,333019.7340479756,60070.07131843174,0.0 
 05/12  19:00:00,343790.26869518405,129468.85869518403,214321.41000000004,1894893.194292862,776813.1521711041,1118080.042121758,2013253.6162338488,360420.4279105905,0.0,324066.44913383547,60070.07131843174,0.0 
 05/12  19:10:00,353482.70278224008,139161.29278224003,214321.41000000004,,,,,,,316332.35798698986,60070.07131843174,0.0 
 05/12  19:20:00,353482.70278224008,139161.29278224003,214321.41000000004,,,,,,,308959.87824878448,60070.071318431736,0.0 
 05/12  19:30:00,353482.70278224008,139161.29278224003,214321.41000000004,,,,,,,301562.028356217,60070.07131843174,0.0 
 05/12  19:40:00,353482.70278224008,139161.29278224003,214321.41000000004,,,,,,,294266.90032039998,60070.07131843174,0.0 
 05/12  19:50:00,353482.70278224008,139161.29278224003,214321.41000000004,,,,,,,287304.5713021781,60070.07131843174,0.0 
 05/12  20:00:00,353482.70278224008,139161.29278224003,214321.41000000004,2120896.2166934406,834967.7566934403,1285928.4600000005,1788922.4538517495,360420.4279105905,0.0,280496.7176371799,60070.071318431736,0.0 
 05/12  20:10:00,350442.83396982008,136121.42396982003,214321.41000000004,,,,,,,272878.1285451576,60070.071318431736,0.0 
 05/12  20:20:00,350442.83396982008,136121.42396982003,214321.41000000004,,,,,,,268492.9312171736,60070.071318431736,0.0 
 05/12  20:30:00,350442.83396982008,136121.42396982003,214321.41000000004,,,,,,,263686.59622470036,60070.07131843174,0.0 
 05/12  20:40:00,350442.83396982008,136121.42396982003,214321.41000000004,,,,,,,259376.3298192638,60070.07131843174,0.0 
 05/12  20:50:00,350442.83396982008,136121.42396982003,214321.41000000004,,,,,,,255655.34622134185,60070.07131843174,0.0 
 05/12  21:00:00,350442.83396982008,136121.42396982003,214321.41000000004,2102657.0038189205,816728.5438189202,1285928.4600000005,1572133.8457535355,360420.4279105905,0.0,252044.5137258982,60070.07131843174,0.0 
 05/12  21:10:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,247394.52798087829,60070.07131843174,0.0 
 05/12  21:20:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,243948.3744232439,60070.07131843174,0.0 
 05/12  21:30:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,240403.42975966313,60070.07131843174,0.0 
 05/12  21:40:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,236837.12909388857,60070.07131843174,0.0 
 05/12  21:50:00,339447.59236355408,125126.18236355404,214321.41000000004,,,,,,,233420.86169444718,60070.07131843174,0.0 
 05/12  22:00:00,339447.59236355408,125126.18236355404,214321.41000000004,2036685.5541813244,750757.0941813242,1285928.4600000005,1431419.05784018,360420.4279105905,0.0,229414.7348880589,60070.071318431736,0.0 
 05/12  22:10:00,37141.78927803,37141.78927803,0.0,,,,,,,59827.42221665131,50307.33495491899,0.0 
 05/12  22:20:00,37141.78927803,37141.78927803,0.0,,,,,,,51414.35434137622,50307.33495491899,0.0 
 05/12  22:30:00,37141.78927803,37141.78927803,0.0,,,,,,,45253.319711424585,50307.33495491899,0.0 
 05/12  22:40:00,37141.78927803,37141.78927803,0.0,,,,,,,39352.889542725374,50307.33495491899,0.0 
 05/12  22:50:00,37141.78927803,37141.78927803,0.0,,,,,,,33568.89342944098,50307.33495491899,0.0 
 05/12  23:00:00,37141.78927803,37141.78927803,0.0,222850.73566818,222850.73566818,0.0,257324.30045021617,301844.00972951398,0.0,27907.421208597683,50307.33495491899,0.0 
 05/12  23:10:00,27449.355190974,27449.355190974,0.0,,,,,,,20940.391498003864,50307.33495491899,0.0 
 05/12  23:20:00,27449.355190974,27449.355190974,0.0,,,,,,,14044.444642986142,50307.334954919,0.0 
 05/12  23:30:00,27449.355190974,27449.355190974,0.0,,,,,,,7269.889934308034,50307.334954919,0.0 
 05/12  23:40:00,27449.355190974,27449.355190974,0.0,,,,,,,663.641308107637,50307.334954919,0.0 
 05/12  23:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/12  24:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,42918.36738340568,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/13  00:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  00:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  00:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  00:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  00:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  01:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/13  01:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  01:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  01:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  01:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  01:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  02:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.33495491899,0.0 
 05/13  02:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  02:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  02:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  02:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.33495491899,0.0 
 05/13  02:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  03:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/13  03:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  03:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.33495491899,0.0 
 05/13  03:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  03:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  03:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  04:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/13  04:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  04:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  04:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  04:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  04:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  05:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/13  05:10:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  05:20:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.33495491899,0.0 
 05/13  05:30:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  05:40:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.334954919,0.0 
 05/13  05:50:00,27449.355190974,27449.355190974,0.0,,,,,,,0.0,50307.33495491899,0.0 
 05/13  06:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,0.0,301844.009729514,0.0,0.0,50307.334954919,0.0 
 05/13  06:10:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,176031.0440391638,99121.01677248272,0.0 
 05/13  06:20:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,246710.09303326079,99121.01677248272,0.0 
 05/13  06:30:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,269223.8122653657,99121.01677248272,0.0 
 05/13  06:40:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,293391.26209927946,99121.01677248272,0.0 
 05/13  06:50:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,312700.9011806151,99121.01677248272,0.0 
 05/13  07:00:00,415923.5371372861,389833.93213728608,26089.605000000003,2495541.2228237169,2339003.5928237165,156537.63000000004,1631814.411010663,594726.1006348963,0.0,333757.2983929784,99121.01677248272,0.0 
 05/13  07:10:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,364913.49710111619,99121.01677248275,0.0 
 05/13  07:20:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,399506.46711258016,99121.01677248272,0.0 
 05/13  07:30:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,437920.08375927279,99121.01677248272,0.0 
 05/13  07:40:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,469871.79648253417,99121.01677248272,0.0 
 05/13  07:50:00,435307.98846837008,409218.38346837009,26089.605000000003,,,,,,,506214.30462446188,99121.01677248272,0.0 
 05/13  08:00:00,435307.98846837008,409218.38346837009,26089.605000000003,2611847.93081022,2455310.30081022,156537.63000000004,2721222.2071359439,594726.1006348964,0.0,542796.0580559789,99121.01677248272,0.0 
 05/13  08:10:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,571338.2043200084,99121.01677248272,0.0 
 05/13  08:20:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,600107.4590797626,99121.01677248272,0.0 
 05/13  08:30:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,629799.5005038143,99121.01677248272,0.0 
 05/13  08:40:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,656719.9939705893,99121.01677248272,0.0 
 05/13  08:50:00,415923.5371372861,389833.93213728608,26089.605000000003,,,,,,,684228.3502294176,99121.01677248272,0.0 
 05/13  09:00:00,415923.5371372861,389833.93213728608,26089.605000000003,2495541.2228237169,2339003.5928237165,156537.63000000004,3851654.377740816,594726.1006348963,0.0,709460.8696372241,99121.01677248272,0.0 
 05/13  09:10:00,27449.355190974,27449.355190974,0.0,,,,,,,409569.26605150327,50307.334954919,0.0 
 05/13  09:20:00,27449.355190974,27449.355190974,0.0,,,,,,,425121.74323446766,50307.334954919,0.0 
 05/13  09:30:00,27449.355190974,27449.355190974,0.0,,,,,,,439475.47396921206,50307.334954919,0.0 
 05/13  09:40:00,27449.355190974,27449.355190974,0.0,,,,,,,443679.5338351942,50307.334954919,0.0 
 05/13  09:50:00,27449.355190974,27449.355190974,0.0,,,,,,,442061.5000006098,50307.334954919,0.0 
 05/13  10:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,2601541.333012041,301844.009729514,0.0,441633.81592105489,50307.334954919,0.0 
 05/13  10:10:00,27449.355190974,27449.355190974,0.0,,,,,,,435977.9549610815,50307.334954919,0.0 
 05/13  10:20:00,27449.355190974,27449.355190974,0.0,,,,,,,432263.19237260697,50307.334954919,0.0 
 05/13  10:30:00,27449.355190974,27449.355190974,0.0,,,,,,,427303.7513841641,50307.334954919,0.0 
 05/13  10:40:00,27449.355190974,27449.355190974,0.0,,,,,,,438125.1538352774,50307.334954919,0.0 
 05/13  10:50:00,27449.355190974,27449.355190974,0.0,,,,,,,447975.8051133691,50307.334954919,0.0 
 05/13  11:00:00,27449.355190974,27449.355190974,0.0,164696.131145844,164696.131145844,0.0,2637726.3855693086,301844.009729514,0.0,456080.52790280958,50307.334954919,0.0 
